0.48	1522
1.06	1430
1.12	1586
1.28	1478
1.39	1550
2.09	1442
2.16	1406
2.22	1530
2.75	1418
2.75	1554
2.94	1418
2.96	1458
3.71	1546
3.77	1470
3.83	1442
3.95	1434
4.21	1406
4.26	1542
4.96	1390
4.96	1466
4.98	172
5.14	1438
5.42	1386
5.42	1458
5.55	1482
5.63	236
5.69	1418
5.93	200
6.20	1438
6.34	1538
6.70	1442
6.75	180
6.80	68
6.81	1474
6.87	1454
6.96	1530
7.13	92
7.24	1478
7.28	204
7.40	56
7.52	1410
7.55	1434
7.70	1394
8.23	196
8.40	1414
8.53	108
8.54	1418
8.56	1470
8.78	192
8.80	1570
8.96	1438
9.05	4
9.08	0
9.10	80
9.10	128
9.19	1554
9.25	12
9.30	16
9.38	8
9.41	1554
9.49	1434
9.57	1386
9.63	20
9.73	88
9.83	136
10.03	1450
10.05	140
10.10	1474
10.15	160
10.19	1466
10.30	156
10.35	84
10.64	1562
10.68	144
10.93	188
11.10	1462
11.18	148
11.18	1618
11.25	1534
11.27	1442
11.28	120
11.78	1558
11.85	1390
12.01	1574
12.24	1594
12.26	1454
12.57	1482
12.58	164
12.95	1442
13.14	1462
13.15	1438
13.32	1470
14.02	1450
14.29	1462
14.51	1422
14.71	1538
14.72	1390
14.74	1610
15.23	1558
15.24	1546
15.33	1522
15.34	1450
15.35	1418
15.56	1414
15.58	1462
15.68	1438
16.00	1446
16.04	1606
16.50	1430
16.74	1394
17.13	1398
17.19	1390
17.21	1426
17.40	1434
17.73	1438
17.79	1454
18.16	1430
18.25	1462
18.68	1418
19.63	172
20.21	1410
20.23	1538
20.25	236
20.26	1590
20.38	1426
20.50	200
20.62	1390
21.09	1430
21.18	180
21.34	1554
21.53	112
21.53	204
21.69	1538
21.69	1434
21.71	1474
21.91	1410
21.92	1438
22.10	1410
22.17	1450
22.38	196
22.45	1398
22.52	1410
22.61	1558
22.70	1430
22.71	1458
22.77	1426
22.93	1390
22.93	1474
23.03	192
23.54	1482
23.56	1438
23.59	1458
23.72	1446
24.12	1442
24.13	1426
24.40	188
24.42	1386
24.61	1430
24.66	1458
25.03	1402
25.38	60
25.59	1406
25.83	40
25.91	1410
26.27	1390
26.40	1402
26.47	1554
26.63	76
26.75	1446
26.80	1422
26.83	1554
27.03	1390
27.38	160
27.39	1398
27.68	136
27.68	140
27.83	1478
27.87	1614
27.90	1398
28.00	156
28.94	1430
29.25	1442
29.26	1546
29.46	1402
29.54	1470
29.78	1566
29.85	124
30.02	1394
30.12	1442
30.60	48
30.80	208
30.88	1402
30.90	1390
31.05	96
31.15	1482
31.20	1542
31.22	1406
31.24	1390
31.26	1422
31.37	1462
31.45	1450
31.48	52
31.54	1406
31.63	1566
31.66	1590
31.82	1566
31.87	1614
32.13	1394
32.33	1422
32.34	1462
32.45	12
32.88	1614
33.34	1570
33.54	1386
33.65	1602
33.90	1562
33.92	1418
33.99	1438
34.05	1450
34.12	1470
34.97	1466
35.03	1522
35.07	1618
35.14	1386
35.16	1394
35.21	1462
35.41	1390
35.53	216
35.84	1530
36.00	1422
36.05	1442
36.54	1466
36.54	1442
36.70	264
36.80	1410
37.27	1410
37.38	1438
37.46	1414
37.55	1542
37.60	1454
37.63	1462
37.65	1410
38.01	1414
38.09	1546
38.30	1418
38.44	1418
38.50	1414
39.96	1426
40.33	1458
41.01	1414
42.28	1402
42.42	1434
42.47	1422
42.70	64
42.72	1482
42.87	1530
43.38	208
43.56	1426
43.98	1410
44.19	1450
44.23	1430
44.60	152
44.65	1402
44.67	1578
44.90	1386
45.18	148
45.26	1550
45.48	1438
45.66	1410
45.75	164
45.88	1478
45.97	1442
45.98	168
46.06	1542
46.10	216
46.11	1466
46.27	1422
46.41	1526
46.69	1386
46.78	1418
47.01	1618
47.33	1578
47.41	1462
47.47	1602
47.69	1482
47.75	1442
47.80	1442
47.89	1410
48.10	1422
48.11	1582
48.25	1446
48.73	1426
48.75	72
48.86	1550
49.15	32
49.66	1430
50.09	1438
50.24	1390
50.35	1538
50.35	36
50.45	1434
50.58	1458
50.59	1418
50.65	1430
51.07	1430
51.19	1426
51.23	1430
51.84	1402
52.34	1462
52.34	1462
52.41	1434
52.58	1422
52.79	1386
52.92	1434
52.97	1466
53.12	1438
53.31	1606
53.32	1410
53.41	1410
53.46	1534
53.71	1402
53.83	1398
54.19	1566
54.37	1394
54.48	1390
54.86	1478
55.48	80
55.71	1474
55.89	1454
56.23	1422
56.48	1450
56.63	1482
56.71	1538
57.04	1394
57.51	1446
57.57	1402
57.98	1470
58.05	1462
58.30	1414
58.47	1406
59.15	1398
59.34	1446
59.55	1466
59.72	1478
60.42	1458
60.49	1526
60.63	1614
60.70	1410
61.40	1478
61.42	1402
61.90	1454
61.92	1590
62.21	1402
62.49	1422
62.65	1438
63.02	1418
63.89	1578
63.99	1454
64.03	44
64.12	1394
64.52	1390
64.55	1450
64.59	1438
64.80	1426
64.90	1386
64.93	4
65.01	1398
65.15	0
65.35	8
65.51	1614
65.51	1478
66.13	176
66.18	20
66.45	104
66.48	1394
66.53	28
66.70	1390
66.89	1478
67.15	116
67.38	1438
67.70	1582
67.71	1470
67.78	1474
68.05	1398
68.87	1458
69.11	1390
69.16	1394
69.16	1586
69.43	1466
69.54	1474
70.00	1474
70.39	1470
70.48	1422
70.73	1390
71.00	1402
71.30	1582
71.35	1574
71.38	1426
71.58	1482
71.63	1454
71.89	1466
72.66	1466
72.67	1438
72.71	1462
72.80	1426
72.91	1418
72.92	1450
73.08	1478
73.19	1546
73.57	1546
73.61	1546
74.00	1450
74.08	1458
74.43	1594
75.75	1450
75.78	1478
75.80	1414
75.93	232
76.45	1410
77.13	196
77.89	1526
77.93	1582
77.95	176
78.02	1434
78.30	1570
78.31	1418
78.44	1394
78.48	1426
78.51	1478
78.67	1562
78.98	100
79.25	144
79.48	148
79.59	1402
79.67	1482
79.68	1434
79.74	1474
80.10	160
80.12	1442
80.33	156
80.39	1482
80.39	1478
80.40	1434
80.63	164
80.88	140
81.40	1462
81.85	1454
82.19	1414
82.30	1442
82.90	1482
83.00	1618
83.45	128
83.93	1574
83.94	1470
84.22	1434
84.25	132
84.27	1402
84.30	1422
84.79	1550
84.98	16
84.98	84
85.49	1390
85.54	1442
85.62	1602
85.84	1466
86.06	1566
86.08	1462
86.75	1426
86.94	1470
87.00	1434
87.00	1478
87.18	1590
87.25	1410
87.45	1526
87.70	1454
87.84	1570
88.01	1414
88.03	1470
88.06	1394
88.07	1434
88.52	1386
88.58	1426
88.81	1394
88.91	1482
89.19	1566
89.39	1414
89.39	1422
89.45	1458
89.55	1430
89.83	232
89.89	1534
90.05	1402
90.43	1398
90.59	1458
90.75	1462
90.80	1430
91.12	1434
91.18	1610
91.24	1438
91.65	1434
91.80	1430
92.08	1610
92.20	1578
92.25	1418
92.34	1434
92.53	1466
92.53	1478
92.77	1470
93.31	1430
93.41	1410
93.80	1594
93.90	1474
94.00	196
94.07	1422
94.07	1398
94.10	1398
94.23	1450
94.56	1534
94.59	1546
94.94	1482
96.05	260
96.28	1478
96.73	1434
96.94	1450
96.95	1542
97.00	1402
97.03	1414
97.09	1414
97.51	1450
98.10	1458
98.24	1558
98.28	1438
98.35	184
98.57	1418
98.67	1434
98.90	1442
98.97	1390
99.01	1418
99.51	1614
99.64	1410
99.79	1410
99.94	1474
100.17	1462
100.64	1434
100.65	152
100.78	168
100.96	1578
101.00	1422
101.30	148
101.78	244
101.79	1522
102.29	1578
102.42	1602
102.79	1566
102.89	1454
103.04	1422
103.20	1482
103.64	1442
104.11	1466
104.19	1602
104.23	1482
104.54	1474
105.00	1398
105.60	1450
105.70	1610
106.20	1574
106.23	24
106.32	1610
106.54	1454
106.72	1418
106.80	20
106.89	1394
107.09	1438
107.71	1406
107.84	1414
107.99	1534
108.24	1462
108.42	1446
108.43	1442
108.55	16
108.87	1390
108.92	1414
109.08	1438
109.12	1574
109.38	1410
109.58	260
109.65	1478
110.26	1550
110.43	1446
110.78	1574
111.09	1430
111.10	1418
111.13	1478
111.78	184
111.83	1478
111.94	1414
112.05	1390
112.11	1446
112.53	1390
112.54	1478
113.55	224
114.36	1442
114.75	1450
114.75	1462
114.77	1442
114.85	244
114.95	1430
115.02	1454
115.18	1426
115.20	1390
115.31	1594
115.61	1406
116.02	1434
116.16	1570
116.35	1390
116.41	1406
116.68	1402
116.74	1606
116.80	1546
117.08	1442
117.40	1446
117.51	1610
117.80	160
117.99	1410
118.33	156
118.40	40
119.05	164
119.20	1454
119.21	1434
119.97	1590
120.13	92
120.19	1410
120.23	1450
120.38	1482
120.42	1606
120.72	1426
121.34	1474
121.62	1522
121.64	1554
121.72	1538
122.20	1406
122.37	1462
122.93	1478
123.38	28
123.38	1390
123.47	1390
123.70	1526
123.83	1478
123.86	1546
124.40	56
124.70	1438
124.83	1438
124.92	1538
125.08	1402
125.14	1426
125.41	1422
125.89	1598
125.97	1438
126.06	1462
126.57	1526
126.63	1410
126.71	1470
126.76	1438
126.90	1422
127.08	224
127.13	1422
127.13	1414
127.77	1466
127.92	1386
128.44	1470
128.67	1422
128.83	1590
128.95	1478
129.23	1522
129.26	1566
129.35	1590
129.54	1474
129.58	1386
130.21	1406
130.28	88
130.54	1406
130.62	1434
130.65	1538
131.06	1390
131.06	1386
131.17	1482
131.39	1410
131.46	1386
131.48	1586
131.57	1554
131.60	1414
131.69	1522
131.80	1438
132.20	72
132.54	1390
132.73	1398
132.78	1470
132.83	240
132.83	1450
133.11	1478
133.24	1434
133.40	1390
133.48	1406
133.86	1426
133.89	1594
134.10	188
134.31	1402
134.41	1414
134.46	1470
134.66	1430
134.68	36
134.80	172
134.93	1422
135.13	140
135.16	1482
135.61	1410
135.93	144
136.21	1418
136.45	136
136.65	1390
137.00	148
137.14	1394
137.28	1394
137.30	152
137.36	1430
137.36	1450
137.40	120
137.63	1414
137.63	1466
137.65	16
138.30	1394
138.34	1606
138.67	1414
139.27	1398
139.42	1470
139.53	1482
139.60	1442
139.75	1454
140.40	1522
140.91	1398
141.07	1446
141.08	1542
141.13	1390
141.40	64
141.43	1474
141.61	1458
141.99	1554
142.36	1590
142.48	1450
142.79	1398
142.90	1410
143.33	1478
143.48	1466
143.93	1442
143.95	1410
144.49	1446
144.50	1482
144.61	1614
144.78	1478
144.78	1590
144.95	1410
145.08	1394
145.29	1470
145.37	1462
145.44	1462
145.59	1418
145.98	240
146.24	1586
146.56	1414
146.84	1602
146.87	1402
147.03	1430
147.06	1530
147.50	48
147.51	1430
147.74	1434
148.20	1422
148.33	172
148.33	188
148.37	1462
148.53	1582
148.60	1438
148.73	60
148.76	1430
148.99	1474
149.40	1458
149.62	1606
149.81	1578
149.90	1458
150.26	1454
150.34	1478
150.53	1534
150.56	1394
150.65	1450
150.75	1434
150.87	1578
151.29	1442
151.80	112
152.51	1594
152.75	1462
152.88	1434
152.95	80
153.05	1582
153.14	1390
153.63	1402
153.71	1410
153.85	12
153.86	1574
153.89	1402
153.95	1478
154.35	228
154.38	108
154.49	1522
154.50	164
154.53	168
154.53	1602
154.63	160
154.83	20
155.18	256
155.68	1446
155.79	1466
155.80	1590
155.88	252
155.95	1526
156.23	1422
156.39	1482
156.49	1614
156.68	1434
156.69	1474
157.06	1390
157.95	1402
158.30	1414
158.41	1450
158.53	1402
158.60	1386
158.78	1554
158.96	1438
158.99	1446
159.02	1578
159.31	1390
159.52	1582
160.16	1418
160.19	1562
160.46	1458
160.76	1394
161.17	1546
161.44	1618
164.01	1398
164.10	1470
164.42	1478
164.47	1562
164.81	1578
164.89	1462
164.90	1426
165.15	1418
165.23	1386
165.66	1522
165.72	1454
165.73	1446
165.77	1458
165.90	1570
166.42	1478
166.53	228
166.55	1410
167.00	1546
167.30	1390
167.36	1446
167.36	1462
167.41	1470
167.63	1562
167.77	1406
167.82	1470
168.08	256
168.50	252
169.00	212
169.14	1414
169.43	1426
169.50	1574
169.56	1434
169.97	1458
169.99	1534
170.35	1406
170.80	1410
170.94	1442
171.08	1390
171.12	1410
171.14	1406
171.32	1418
171.43	1570
171.56	1394
171.88	96
171.90	1478
171.96	1450
172.13	1482
172.36	1398
172.54	1462
172.55	152
172.74	1422
172.75	164
172.85	168
172.96	1618
173.00	16
173.15	1474
173.39	1410
173.63	1386
173.90	140
174.28	136
174.73	1542
174.77	1466
174.89	1426
174.95	220
174.98	1398
175.39	1434
176.04	1590
176.08	1466
176.18	1462
176.61	1426
177.05	1462
177.28	1450
177.68	1398
178.06	1482
178.30	1430
179.17	1434
179.22	1558
179.89	1538
179.91	1598
180.18	1470
180.33	1418
180.44	1474
180.94	1450
181.19	1598
181.31	1482
181.46	1430
181.53	1402
181.54	1542
181.79	1542
182.43	212
182.53	1458
182.58	1478
182.89	1466
182.89	1562
182.93	1410
183.15	1478
183.18	1454
183.24	1618
183.79	1462
183.95	1474
184.18	1578
184.20	1438
184.38	1586
185.03	1390
185.09	1454
185.41	1430
185.50	248
185.56	1410
185.68	1426
185.73	192
185.82	1414
185.86	1438
185.93	1426
186.09	1398
186.20	1442
186.62	1466
187.23	1454
187.28	220
187.53	1450
187.84	1458
188.42	1438
188.88	1390
189.27	1478
189.33	1394
189.38	1466
189.51	1546
189.75	1434
189.88	1426
189.93	148
190.18	20
190.20	24
190.55	144
190.55	1454
190.59	1398
190.63	104
190.63	1414
190.70	76
190.70	268
190.98	1446
191.00	1478
191.08	32
191.13	1474
191.18	1414
191.30	1422
191.83	116
191.90	28
191.98	1478
192.05	1570
192.06	1474
192.47	1402
192.80	1538
193.60	1406
193.72	1462
194.18	1418
194.48	1450
194.63	1482
194.71	1478
194.86	1570
194.88	1422
195.18	1546
195.70	1426
195.72	1602
196.24	1442
196.59	1546
196.65	1538
196.74	1386
196.90	1430
197.07	1478
197.44	1418
197.46	1478
197.54	1386
197.58	1590
198.12	1410
198.17	1586
198.44	1394
198.92	1534
199.18	248
199.26	1470
199.26	1406
199.75	192
200.22	1422
200.47	1390
200.53	1606
200.69	1398
200.76	1470
200.81	1466
201.00	1390
201.06	1558
201.56	1526
201.78	128
201.89	1438
201.92	1442
201.94	1470
202.16	1462
202.44	1410
202.77	1422
202.93	196
203.16	1530
203.18	1474
203.47	1410
203.78	268
204.41	1406
204.52	1534
204.61	1482
204.86	1478
204.93	1462
205.06	1406
205.31	1474
205.45	1546
205.56	1442
205.85	1614
205.95	1418
206.30	1562
206.33	1602
206.38	1398
206.93	1418
207.02	1418
207.24	1402
207.61	1402
207.63	1534
207.90	1390
207.91	1410
208.12	1438
208.22	1386
208.33	160
208.38	1446
208.41	1418
208.42	1562
208.43	1614
208.50	156
208.53	140
208.73	164
209.02	1446
209.26	1446
209.40	12
209.40	16
209.45	8
209.49	1466
209.67	1558
209.73	152
209.73	184
209.78	68
210.14	1394
210.58	1386
210.92	1390
210.93	124
211.18	1470
211.23	4
211.34	1434
